tiff,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/compat-libtiff3-3.9.4-11.el7.src.rpm,
tmpwatch,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/tmpwatch-2.11-5.el7.src.rpm,
tokyocabinet,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/tokyocabinet-1.4.48-3.el7.src.rpm,
ttmkfdir,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/ttmkfdir-3.0.9-42.el7.src.rpm,
u-boot,major,https://github.com/u-boot/u-boot/archive/v2017.09.zip,
ubus,middle,http://git.openwrt.org/project/ubus.git,browser
uci,middle,http://git.openwrt.org/?p=project/uci.git;a=summary,browser
udev,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/python-gudev-147.2-7.el7.src.rpm,
udisks,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/udisks2-2.1.2-6.el7.src.rpm,
unfs3,middle,https://sourceforge.net/projects/unfs3/,browser
v4l2spec,major,https://linuxtv.org/downloads/legacy/video4linux/API/V4L2_API/v4l2spec-0.24.tar.bz2,
webkit,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/webkitgtk3-2.4.11-2.el7.src.rpm,
wget,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/wget-1.14-15.el7.src.rpm,
words,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/perl-B-Keywords-1.13-2.el7.src.rpm,
wxgtk,middle,https://github.com/wxWidgets/wxWidgets/releases/download/v2.8.12/wxGTK-2.8.12.tar.gz,
xampp,middle,https://sourceforge.net/projects/xampp/,browser
xdais,middle,http://software-dl.ti.com/dsps/dsps_public_sw/sdo_sb/targetcontent/xdais/7_24_00_04/exports/xdais_7_24_00_04.tar.gz,
xterm,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/xterm-295-3.el7.src.rpm,
xz,major,http://vault.centos.org/7.4.1708/os/Source/SPackages/xz-5.2.2-1.el7.src.rpm,
yum,middle,http://vault.centos.org/7.4.1708/os/Source/SPackages/kabi-yum-plugins-1.0-3.el7.centos.src.rpm,
zeromq,middle,https://github.com/zeromq/libzmq/archive/v4.2.2.tar.gz,
